BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,event,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,dateStart,CZ_TIMEZONE,dateEnd,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,latitude,longitude,END_LAT,END_LON,EPISODE_NARRATIVE,description,DATA_SOURCE
201701,7,700,201701,7,800,111471,671484,CALIFORNIA,6,2017,January,High Wind,Z,510,EAST BAY INTERIOR VALLEYS,MTR,2017-01-07 7:00,PST-8,2017-01-07 8:00,0,0,1,0,0.00K,0.00K,Broadcast Media,50,EG,,,,,,,,,,,,,,,,,,,,"Potent atmospheric river bringing heavy rain, strong southerly winds, and storm surge issues. This AR is following a normal to slightly above normal 3 month period, meaning the grounds were saturated.",Tree fell on woman in high wind. Woman died at scene.|Http://www.sfchronicle.com/bayarea/article/Woman-killed-by-falling-tree-on-stormy-San-Ramon-10842553.php.,CSV
201701,7,1247,201701,7,1247,112112,668659,TEXAS,48,2017,January,Extreme Cold/Wind Chill,Z,137,GREGG,SHV,2017-01-07 12:47,CST-6,2017-01-07 12:47,0,0,1,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"A bitterly cold arctic air mass settled south across all of the Ark-La-Tex region during January 6th and 7th, with low temperatures plunging into the lower and middle teens across much of the area during the morning of the 7th. A 72 year old male was found dead under the railroad bridge in the 100 block of Spur 63 in Longview, Texas just before 1 pm on the 7th while lying on a blanket with a t-shirt on and partially covered with a jacket. Police believe that this male succumbed to these extremely cold temperatures/exposure conditions, with the Longview Regional Airport recording a low temperature of 15 degrees earlier that morning.",,CSV
201701,8,300,201701,8,300,113417,678690,MISSISSIPPI,28,2017,January,Cold/Wind Chill,Z,19,SUNFLOWER,JAN,2017-01-08 3:00,CST-6,2017-01-08 3:00,0,0,1,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"Cold Temperatures across the area caused one exposure related death. Strong cold high pressure settled in over the area on the 7th, with low temperatures falling into the mid teens during the overnight hours.",The Coroner's office confirmed one fatality due to exposure early Sunday morning.,CSV
201701,9,300,201701,9,1900,112820,674066,COLORADO,8,2017,January,High Wind,Z,85,COLORADO SPRINGS VICINITY / SOUTHERN EL PASO COUNTY / RAMPART RANGE BELOW 7500 FT,PUB,2017-01-09 3:00,MST-7,2017-01-09 19:00,0,0,2,0,20.00M,0.00K,Public,90,EG,,,,,,,,,,,,,,,,,,,,"A long-lasting high wind episode occurred across the eastern part of the area. Strong winds aloft, and a long-lasting mountain top stable layer generated widespread high winds and damage.  Damage included downed power poles, causing numerous power outages to tens of thousands of customers;  uprooted trees;  roof damage;  numerous overturned semi-trailers in El Paso County.  Winds gusted between 58 and 75 mph across many locations across the eastern mountains and I-25 corridor.  Areas in the immediate lee of the eastern mountains experienced gusts between 80 and 100 mph.  Gusts over 100 mph occurred on the southwest side of Colorado Springs, causing widespread damage and two fatalities.",Two people were injured and then perished after being hit by flying debris in southwest Colorado Springs.,CSV
201701,9,1200,201701,9,1400,113059,676840,NORTH CAROLINA,37,2017,January,Extreme Cold/Wind Chill,Z,3,SURRY,RNK,2017-01-09 12:00,EST-5,2017-01-09 14:00,0,0,1,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,,,,,,,,,"A developing Nor'easter began to strengthen across the Gulf Coast of the United States late in the day on January 6th before moving northeast along the Atlantic coastline on January 7th. Precipitation began to spread to into the area along the north and west side of the storm, bringing measurable snowfall into parts of the south central Virginia. The heaviest snowfall amounts were recorded within southside Virginia, where 5 to 10 inches of snow fell. Travel impacts were felt area-wide during and immediately following the event. Extreme cold conditions overspread the area, resulting in additional impacts, including the death of an elderly man in Surry County.",An 85 year old man died after he fell outside of his home and was exposed to cold weather for an unknown period of time. Temperatures on the morning of January 9th were near 10 degrees.,CSV
201701,9,1700,201701,12,2200,115814,696665,CALIFORNIA,6,2017,January,Heavy Snow,Z,72,GREATER LAKE TAHOE AREA,REV,2017-01-09 17:00,PST-8,2017-01-12 22:00,0,0,1,0,,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"Strong low pressure over the northeast Pacific on the 9th moved southeast slowly, reaching northern California on the 12th. This brought exceptional snowfall and a period of blizzard conditions to the Sierra with considerable impacts.","Snowfall totals between the 9th and 12th were quite significant. Between the 9th and 12th, 6 to 10 feet of snow fell at ski areas near the Sierra crest, with 3 to 3.5 feet in the Tahoe City and Truckee areas, and 2 to 3 feet in the South Lake Tahoe area. During the evening of the 12th, two trees fell on three cars on CA route 89 near Squaw Valley, resulting in one death. A tree fell into a home in Kings Beach on the 11th, resulting in major damage. Numerous power outages were noted.",CSV
201701,10,0,201701,10,0,112113,668660,LOUISIANA,22,2017,January,Strong Wind,Z,2,BOSSIER,SHV,2017-01-10 0:00,CST-6,2017-01-10 0:00,1,0,1,0,0.00K,0.00K,Broadcast Media,26,EG,,,,,,,,,,,,,,,,,,,,"Following a bitterly cold arctic air mass that settled in across the Ark-La-Tex area during the previous several days, strong southerly winds in response to a strong pressure gradient over the Southern Plains and Lower Mississippi Valley during the late evening and overnight hours of January 9th-10th resulting in sustained winds of 15-20 mph with gusts to 30 mph over much of Northern Louisiana. A male and female ventured out onto Lake Bistineau in Southeast Bossier Parish during the late night hours for a fishing trip where the strong winds capsized their small boat. The 35 year old male drowned, with his body later found around 9:20 am on the 9th. The 34 year old female was found clinging to a tree around 6:40 am by a man who was duck hunting. She was taken to a hospital and treated for hypothermia but did survive the accident.",,CSV
201701,12,533,201701,12,714,111771,666584,MINNESOTA,27,2017,January,Cold/Wind Chill,Z,19,CENTRAL ST. LOUIS,DLH,2017-01-12 5:33,CST-6,2017-01-12 7:14,0,0,1,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,,,,,,,,,"Local media reported on the accidental death of a young male found in a park in the city of Eveleth, Minnesota. Autopsy report concluded the male had succumbed to hypothermia due to exposure to the cold. Lowest temperature that morning recorded at the Eveleth-Virginia Airport was -28F.",Local media reported on the accidental death of a young male found in a park in the city of Eveleth due to hypothermia.,CSV
201701,14,900,201701,15,1400,112106,668712,OKLAHOMA,40,2017,January,Ice Storm,Z,16,CUSTER,OUN,2017-01-14 9:00,CST-6,2017-01-15 14:00,0,0,1,0,58.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"An upper low coming onto the Pacific coast combined with abundant gulf moisture to produce scattered showers on the 13th, transitioning to widespread showers on the 14th and 15th. Temperature hovered near and just below freezing across parts of northern, western, and central Oklahoma allowing much of the precipitation to come in the form of freezing rain. Power outages in the CWA totaled to near 20,000 (mostly in northwest Oklahoma).","Slick roads resulted in a car wreck including one fatality and a multi-car pileup. Additionally, electric co-ops reported over 900 outages with an estimated $28K worth of damages.",CSV
201701,15,1255,201701,15,1305,112078,668386,OREGON,41,2017,January,Sneakerwave,Z,21,SOUTH CENTRAL OREGON COAST,MFR,2017-01-15 12:55,PST-8,2017-01-15 13:05,0,0,2,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,Two people were swept into the ocean by a sneaker wave at 15/1300 PST.  The 31 year old male and his 3 year old son have not been found as of 31/0800 PST.  The beach on which they were walking had a steep angle to the water and the seas were reported to be rough.,Two people were swept into the ocean by a sneaker wave at 15/1300 PST.  The 31 year old male and his 3 year old son have not been found as of 31/0800 PST.  The beach on which they were walking had a steep angle to the water and the seas were reported to be rough.,CSV
201701,15,1500,201701,15,1500,112201,668998,FLORIDA,12,2017,January,Rip Current,Z,47,BREVARD,MLB,2017-01-15 15:00,EST-5,2017-01-15 15:00,0,0,1,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,,,,,,,,,"A female tourist was found floating face-down in the surf at Melbourne Beach after entering the ocean to swim. She was transported to a local hospital where she was pronounced brain dead, and died several days later. Strong rip currents were present on the day of the incident and two friends who were in the surf with her reported that they became caught in a rip current.","A 52-year old woman from the State of Georgia was found floating face-down in the surf around 1500LST on January 15. She was transported to a local hospital by paramedics, was pronounced brain dead and died on January 18. Ocean Rescue reported rip currents in the area and two friends that the woman was swimming with reported that they became caught in a rip current. This rip current fatality becomes the first within east-central Florida during the month of January since records began in 1987.",CSV
201701,15,1745,201701,16,2000,113315,678145,PUERTO RICO,99,2017,January,Rip Current,Z,8,NORTHWEST,SJU,2017-01-15 17:45,AST-4,2017-01-16 20:00,0,0,1,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,,,,,,,,,Dangerous marine conditions produced rip currents across the northwest through northeast coastal areas of Puerto Rico.,A 39 year old man from the state of Florida drowned at a beach in the municipality of Rincon.,CSV
201701,15,2100,201701,15,2100,111748,673579,TEXAS,48,2017,January,Flood,C,439,TARRANT,FWD,2017-01-15 21:00,CST-6,2017-01-15 21:00,0,0,1,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,1,ENE,ARLINGTON,1,ENE,ARLINGTON,32.7364,-97.0975,32.737,-97.0975,Tornadoes occurred. Read the title.,Flash flooding after a severe thunderstorm led to a man being swept away near the railroad tracks.,CSV
201701,20,1600,201701,24,1900,113055,676363,CALIFORNIA,6,2017,January,High Surf,Z,43,SAN DIEGO COUNTY COASTAL AREAS,SGX,2017-01-20 16:00,PST-8,2017-01-24 19:00,3,0,1,0,,,Lifeguard,,,,,,,,,,,,,,,,,,,,,,"After a wet start to the month, a series of 3 storms traversed the region between the 19th and 24th of January. The storms produced flooding rains, extreme mountain snowfall, and strong winds from the coast to the deserts. Rainfall for the 6 day period reached 10-13 inches along the coastal slopes from San Bernardino to San Diego County. Over the coast and valleys 2-7 inches of rain occurred with 0.5-3 inches in the deserts. Snow accumulated to elevations as low as 4,000 ft with 2-5 feet of snow above 5,500 feet and as much as 6 feet on the highest peaks. Strong synoptic and squall induced winds combined with saturated soils to down hundreds of trees over the coast and valleys on the 20th. Damages from downed trees was in the millions of dollars. In the City of San Diego 29 high water rescues were conducted on the 20th alone. The governor declared a State of Emergency in San Diego County.",Lifeguards along the San Diego County coast reported 7 to 10 ft surf between the 20th and 24th. Peak sets of 12-15 ft were reported on the 22nd and 21st south of Carlsbad. Two women were swept from the rocks in Sunset Cliffs by surf up to 15 ft between 1700 and 1800PST on the 21st. One woman was killed and the second suffered serious injuries. Two lifeguards were also injured during the rescue attempt. Significant beach erosion and minor coastal flooding occurred along the coast. The Imperial Beach Pier was closed for a time.,CSV
201701,21,347,201701,21,405,113058,676496,MISSISSIPPI,28,2017,January,Tornado,C,35,FORREST,JAN,2017-01-21 3:47,CST-6,2017-01-21 4:05,56,0,4,0,9.00M,49.50K,NWS Storm Survey,,,,,EF3,14.13,900,MOB,MS,111,PERRY,2,WSW,BONHOMIE,2,E,MACEDONIA,31.2738,-89.3478,31.384,-89.1461,"Two rounds of severe weather impacted the ArkLaMiss region - one beginning shortly after midnight on the morning of January 21st and ending shortly before daybreak. The round of storms began during the evening hours on the 21st and ended just before midnight. During the early morning event, areas south of I-20 in Mississippi were impacted. Most notably, an EF-3 tornado tracked through Lamar and Forrest counties, killing four people in Hattiesburg and injuring over 50 others. In addition, damaging winds, large hail and flash flooding occurred in other areas across south Mississippi. The evening event impacted a larger proportion of the ArkLaMiss, and brought wind damage as well as large hail and a strong tornado.","This tornado began along Purvis-Oloh Road, about 5 miles west northwest of Purvis. It tracked northeast across portions of Lamar County causing mainly tree damage, uprooting and snapping softwood and hardwood trees. It caused some minor to moderate structural damage as well. The tornado crossed Old Highway 11, continuing to cause mainly tree damage, although at least a few structures were also damaged. The tornado began to gain strength as it reached Slade Road, where some homes received roof damage. As the tornado crossed Sullivan Kilrain Road, additional homes received significant roof and structural damage, especially on Carter Circle and Tatum Camp Road. Comprehensive assessments from Lamar County emergency management officials count 26 homes in the county being destroyed or with major damage and 52 homes receiving minor damage. The tornado continued to gain strength as it crossed into Forrest County. There it struck a subdivision along Nellwood Drive, Lakeland Drive and Crestwood Drive and caused significant damage to many homes. Several homes received significant roof and structural damage. One home sustained significant damage and also was the site of one of the fatalities. As the tornado continued to track northeast, it caused extensive tree damage and powerline damage. It struck a church along Helveston Road, which suffered damage to the top floor. As the tornado approached William Carey College, it intensified to EF3 strength, causing damage to numerous buildings on campus. The tornado then affected a mobile home park, downing trees and causing damage to mobile homes. Here, two more fatalities occurred. It then caused structural damage to several homes, churches and businesses on James Street and Alcorn Road. Another fatality occurred on Alcorn Road, when a tree fell on a home. The tornado continued to track northeast, crossing the Leaf River and headed into Petal. Here the tornado got very wide and continued to cause EF2 type damage to businesses along Main Street and into the neighborhoods on the southern side of the city. Extensive tree damage occurred and countless homes had minor to major roof damage in the neighborhood south of Hillcrest Loop. As the tornado reached Sun Circle, it intensified to EF3 strength again and caused significant damage to a few homes as well as moderate damage to many homes in the neighborhood. Beyond the subdivision along Sun Circle, the tornado caused tree damage again before reaching Evelyn Gandy|Parkway. It caused structural damage to an AT&T store by lifting the roof of the strip mall. It caused additional roof damage to several homes and a church along the Parkway as well as along Springridge Road and Corinth Road. As the tornado tore across Shawnee Trail, it caused impressive tree damage, which included snapping and uprooting hardwood and softwood trees. As the tornado tracked just south of|HDR Lane, it took down two metal electrical transmission lines. The tornado then destroyed a house along Macedonia Road, as well as causing additional roof to other homes and taking down numerous trees. Additional impressive tree damage occurred along Old Richton Road and Tyroby Lane. The tornado continued to down trees as it|tracked across Old Richton Road into Perry County. Comprehensive assessments from Forrest County emergency management officials count 499 homes in the county being destroyed or with major damage and 632 homes receiving minor damage.||The tornado path length in just Lamar and Forrest counties was 24.2 miles, although the entire path of the tornado in total was 31.3 miles. Along the entire tornado path the total number of homes destroyed or receiving major damage is estimated to be 531 with the number of homes having minor damage estimated at 689. Maximum estimated winds were 145 mph. The maximum path width was 900 yards, which occurred in the Petal area of Forrest County. This tornado affected a large number of forested areas. Approximately 1570 forested acres were damaged, with 1453 acres being privately owned. In total, 4320 acres were damaged from this tornado. The total economic impact was $410,784 in Lamar, Forrest and Perry counties. 777 total acres were damaged in Lamar County, and 400 in Forrest.",CSV
201701,21,1100,201701,21,1200,113278,677813,CALIFORNIA,6,2017,January,High Surf,Z,34,SAN LUIS OBISPO COUNTY CENTRAL COAST,LOX,2017-01-21 11:00,PST-8,2017-01-21 12:00,0,0,1,0,0.00K,0.00K,Coast Guard,,,,,,,,,,,,,,,,,,,,,,Very high surf conditions (25-28 feet) developed along the Central Coast. The high surf swept a man off the rocks near Morro Rock.,High surf swept a man off the rocks near Morro Rock. The individual was pronounced dead.,CSV
201701,21,2240,201701,21,2240,112417,670198,HAWAII,15,2017,January,Flash Flood,C,1,HAWAII,HFO,2017-01-21 22:40,HST-10,2017-01-21 22:40,0,0,1,0,0.00K,0.00K,Fire Department/Rescue,,,Heavy Rain,,,,,,,,,3,SW,HONOKAA,3,SW,HONOKAA,20.0507,-155.508,20.0511,-155.5054,"As a front moved through the isles, high pressure in its wake brought blustery winds that resulted in power outages in many areas, downed trees and power lines, and roof damage to many residences.  There also was heavy rainfall in some locales, the most significant was flash flooding on the Big Island that claimed a woman's life as she tried to cross fast-moving water in the area.  No other deaths or serious injuries were reported.  The cost of damages was not available.","A woman attempted to cross fast-moving water that was knee-deep in a private driveway off Kahana Drive in Ahumoa near Honokaa on the Big Island of Hawaii.  She was swept away and was found dead the next morning, Jan. 22.",CSV
201701,22,329,201701,22,335,112358,673054,GEORGIA,13,2017,January,Tornado,C,27,BROOKS,TAE,2017-01-22 3:29,EST-5,2017-01-22 3:35,0,0,2,0,500.00K,0.00K,NWS Storm Survey,,,,,EF3,6.34,700,TAE,GA,75,COOK,4,ENE,SAND HILL,3,NNE,BARNEY,30.9998,-83.5841,31.0351,-83.4852,"A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.","This was the second tornado to touch down from the same parent tornado that impacted Thomas and northwest Brooks Counties. The tornado touched down at EF-1 strength in northern Brooks County near Georgia Route 122 just west of the Moultrie Highway, snapping trees along the highway. Near the intersection of Georgia Route 133, or the Valdosta Highway, the tornado strengthened to EF-3 blowing out two of the four concrete walls of a small business building. Max winds were estimated near 140 mph.  A short distance later, the tornado flipped a strapped-down double wide mobile home and tossed it about 100 feet into a drainage ditch and across Route 122. Two people inside the home were killed. Several nearby trees had their bark stripped off. The tornado then crossed Georgia Route 76 at EF-3 strength and ripped about a third of the second story from a well-built brick home. A short distance up the road, the tornado shifted a wood-framed home about 12 feet off its foundation while removing its second story.  This tornado then continued into Cook and Berrien counties.  Damage cost was estimated.",CSV
