dateStart,event,latitude,longitude,description
2019-12-04 10:30:00 UTC,BATTERY,41.702268109,-87.532867229,AGGRAVATED: OTHER DANG WEAPON
2019-12-04 15:39:00 UTC,BATTERY,41.866182559,-87.724504682,AGGRAVATED: OTHER DANG WEAPON
2019-12-04 15:50:00 UTC,BATTERY,41.680834251,-87.646879157,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-04 18:05:00 UTC,BATTERY,41.87725848,-87.712227112,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-04 18:37:00 UTC,BATTERY,41.955957011,-87.65029121,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-04 19:30:00 UTC,BATTERY,41.938650912,-87.7604785,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-04 22:00:00 UTC,BATTERY,41.755594018,-87.634421133,AGGRAVATED DOMESTIC BATTERY: HANDGUN
2019-12-04 22:50:00 UTC,BATTERY,41.882332595,-87.758062408,AGGRAVATED: OTHER DANG WEAPON
2019-12-04 23:00:00 UTC,BATTERY,42.020771125,-87.67072217,AGGRAVATED: OTHER DANG WEAPON
2019-12-05 00:01:00 UTC,BATTERY,41.959335936,-87.711772629,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-05 05:56:00 UTC,BATTERY,41.872818055,-87.726038895,AGGRAVATED: HANDGUN
2019-12-05 09:30:00 UTC,BATTERY,41.860094531,-87.707925692,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-05 10:50:00 UTC,BATTERY,41.877045361,-87.728859301,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-05 11:30:00 UTC,BATTERY,41.953396801,-87.6614761,AGGRAVATED OF A SENIOR CITIZEN
2019-12-05 13:00:00 UTC,BATTERY,41.976290414,-87.905227221,AGGRAVATED: OTHER DANG WEAPON
2019-12-05 15:00:00 UTC,BATTERY,41.784801626,-87.615737796,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-05 16:20:00 UTC,BATTERY,41.749460005,-87.72089612,AGGRAVATED: OTHER DANG WEAPON
2019-12-05 17:00:00 UTC,BATTERY,41.870826006,-87.716820096,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-05 18:00:00 UTC,BATTERY,41.717503762,-87.569852029,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-05 19:00:00 UTC,BATTERY,41.910045826,-87.773993124,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-05 20:50:00 UTC,BATTERY,41.905356829,-87.727648214,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-05 21:14:00 UTC,BATTERY,41.877298067,-87.708899957,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-05 23:30:00 UTC,BATTERY,41.73994663,-87.557546064,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-05 23:53:00 UTC,BATTERY,41.69189982,-87.642367883,AGGRAVATED: HANDGUN
2019-12-06 00:30:00 UTC,BATTERY,41.713205653,-87.630866349,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-06 02:00:00 UTC,BATTERY,41.735979638,-87.650256557,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-06 02:20:00 UTC,BATTERY,41.780850996,-87.649674221,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-06 04:55:00 UTC,BATTERY,41.839804007,-87.627964177,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-06 06:09:00 UTC,BATTERY,41.925398449,-87.652311296,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-06 07:30:00 UTC,BATTERY,41.882860137,-87.699786359,AGGRAVATED OF A CHILD
2019-12-06 15:05:00 UTC,BATTERY,41.749460005,-87.72089612,AGGRAVATED: OTHER DANG WEAPON
2019-12-06 16:09:00 UTC,BATTERY,41.824933076,-87.623104662,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-06 17:55:00 UTC,BATTERY,41.725681875,-87.606248768,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-06 19:10:00 UTC,BATTERY,41.754531146,-87.563861017,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-06 20:10:00 UTC,BATTERY,41.893185487,-87.744408555,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-06 21:30:00 UTC,BATTERY,41.736906763,-87.55280491,AGGRAVATED: HANDGUN
2019-12-06 21:58:00 UTC,BATTERY,41.732941739,-87.554091241,AGGRAVATED: HANDGUN
2019-12-06 22:31:00 UTC,BATTERY,41.876745031,-87.748231424,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-06 22:49:00 UTC,BATTERY,41.852868298,-87.63091491,AGGRAVATED OF A SENIOR CITIZEN
2019-12-06 23:00:00 UTC,BATTERY,41.837981108,-87.651015101,AGGRAVATED: HANDGUN
2019-12-07 00:55:00 UTC,BATTERY,41.737745197,-87.732457352,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-07 01:24:00 UTC,BATTERY,41.752637379,-87.583336432,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-07 01:43:00 UTC,BATTERY,41.768284432,-87.686567364,AGGRAVATED: HANDGUN
2019-12-07 02:43:00 UTC,BATTERY,41.700696478,-87.619643417,AGGRAVATED: OTHER DANG WEAPON
2019-12-07 08:10:00 UTC,BATTERY,41.870869918,-87.71376126,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-07 12:00:00 UTC,BATTERY,41.775595332,-87.685122786,AGGRAVATED OF A UNBORN CHILD
2019-12-07 12:00:00 UTC,BATTERY,41.94579058,-87.774798251,AGGRAVATED OF A SENIOR CITIZEN
2019-12-07 12:35:00 UTC,BATTERY,41.923571065,-87.798531515,AGGRAVATED OF A SENIOR CITIZEN
2019-12-07 12:41:00 UTC,BATTERY,41.904894462,-87.762198339,AGGRAVATED: HANDGUN
2019-12-07 12:49:00 UTC,BATTERY,41.804951438,-87.666502657,AGGRAVATED: HANDGUN
2019-12-07 19:03:00 UTC,BATTERY,41.751138793,-87.627041062,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-07 20:00:00 UTC,BATTERY,41.779992175,-87.602878472,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-07 20:48:00 UTC,BATTERY,41.881441785,-87.667837814,AGGRAVATED OF A SENIOR CITIZEN
2019-12-07 22:18:00 UTC,BATTERY,41.765876047,-87.669916875,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-07 23:00:00 UTC,BATTERY,41.858954496,-87.716846036,AGGRAVATED: HANDGUN
2019-12-07 23:00:00 UTC,BATTERY,41.839974557,-87.728081682,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-07 23:15:00 UTC,BATTERY,41.917442948,-87.752173372,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-07 23:15:00 UTC,BATTERY,41.714672162,-87.565812675,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-08 00:24:00 UTC,BATTERY,41.857973388,-87.655244319,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-08 00:44:00 UTC,BATTERY,41.881942452,-87.734354498,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-08 01:11:00 UTC,BATTERY,41.78679197,-87.661231067,AGGRAVATED: HANDGUN
2019-12-08 02:22:00 UTC,BATTERY,41.725998907,-87.659143219,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-08 02:24:00 UTC,BATTERY,41.798977312,-87.591770586,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-08 03:10:00 UTC,BATTERY,41.749781665,-87.707758931,AGGRAVATED: HANDGUN
2019-12-08 08:40:00 UTC,BATTERY,41.702631618,-87.624583988,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-08 09:00:00 UTC,BATTERY,41.885684568,-87.749607814,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-08 09:31:00 UTC,BATTERY,41.911958251,-87.772804446,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-08 10:02:00 UTC,BATTERY,41.78151751,-87.613233561,AGGRAVATED PO: OTHER DANG WEAP
2019-12-08 11:03:00 UTC,BATTERY,41.858418256,-87.717662445,AGGRAVATED: HANDGUN
2019-12-08 14:50:00 UTC,BATTERY,41.860190685,-87.714022211,AGGRAVATED: HANDGUN
2019-12-08 19:08:00 UTC,BATTERY,41.898204762,-87.724942587,AGGRAVATED: HANDGUN
2019-12-08 20:02:00 UTC,BATTERY,41.893327862,-87.602514088,AGGRAVATED: OTHER DANG WEAPON
2019-12-08 21:04:00 UTC,BATTERY,41.87604254,-87.736506226,AGGRAVATED: HANDGUN
2019-12-08 23:40:00 UTC,BATTERY,41.910760073,-87.71170038,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-08 23:45:00 UTC,BATTERY,41.843793935,-87.713552786,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-08 23:45:00 UTC,BATTERY,41.908351299,-87.735073875,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-09 02:09:00 UTC,BATTERY,41.79576307,-87.631857862,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-09 02:10:00 UTC,BATTERY,41.794421528,-87.730549411,AGGRAVATED: HANDGUN
2019-12-09 04:33:00 UTC,BATTERY,41.874060099,-87.705924314,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-09 07:00:00 UTC,BATTERY,41.898013081,-87.718836006,AGGRAVATED OF A CHILD
2019-12-09 09:40:00 UTC,BATTERY,41.722367069,-87.643239402,AGGRAVATED: OTHER DANG WEAPON
2019-12-09 10:16:00 UTC,BATTERY,41.897762321,-87.71150689,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-09 10:55:00 UTC,BATTERY,41.700901247,-87.63420442,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-09 13:40:00 UTC,BATTERY,41.976851852,-87.654999693,AGGRAVATED OF A SENIOR CITIZEN
2019-12-09 16:05:00 UTC,BATTERY,41.793141605,-87.684021912,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-09 18:02:00 UTC,BATTERY,41.864960415,-87.692550901,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-09 18:30:00 UTC,BATTERY,41.781811321,-87.594674264,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-09 19:15:00 UTC,BATTERY,41.779053457,-87.661766501,AGGRAVATED: OTHER DANG WEAPON
2019-12-09 20:54:00 UTC,BATTERY,41.883150785,-87.743534907,AGG PO HANDS ETC SERIOUS INJ
2019-12-09 21:30:00 UTC,BATTERY,41.902820105,-87.707997479,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-10 01:00:00 UTC,BATTERY,41.899946801,-87.745918577,AGGRAVATED: OTHER DANG WEAPON
2019-12-10 01:15:00 UTC,BATTERY,41.959902424,-87.71555042,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-10 03:00:00 UTC,BATTERY,41.798450454,-87.616858141,AGGRAVATED: HANDGUN
2019-12-10 04:45:00 UTC,BATTERY,41.800563202,-87.68420739,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-10 08:12:00 UTC,BATTERY,41.752612652,-87.554054927,AGGRAVATED: HANDGUN
2019-12-10 08:15:00 UTC,BATTERY,41.756430631,-87.561470724,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-10 10:25:00 UTC,BATTERY,41.960869509,-87.734932149,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-10 10:45:00 UTC,BATTERY,41.765043168,-87.601882428,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-10 11:45:00 UTC,BATTERY,41.997806756,-87.685444093,AGGRAVATED: OTHER DANG WEAPON
2019-12-10 13:00:00 UTC,BATTERY,41.880362084,-87.755847438,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-10 14:35:00 UTC,BATTERY,41.879754157,-87.72630004,AGGRAVATED: HANDGUN
2019-12-10 15:10:00 UTC,BATTERY,41.955472204,-87.728232736,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-10 17:16:00 UTC,BATTERY,41.876388206,-87.664758134,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-10 18:40:00 UTC,BATTERY,41.877904298,-87.731469321,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-10 19:09:00 UTC,BATTERY,41.746579366,-87.613591142,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-10 19:37:00 UTC,BATTERY,41.748838927,-87.612437207,AGGRAVATED: HANDGUN
2019-12-10 20:00:00 UTC,BATTERY,41.686200942,-87.653133746,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-10 20:01:00 UTC,BATTERY,41.77080457,-87.585012754,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-10 20:09:00 UTC,BATTERY,41.88537469,-87.743742141,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-10 21:00:00 UTC,BATTERY,41.656819066,-87.551983256,AGGRAVATED OF A CHILD
2019-12-10 21:49:00 UTC,BATTERY,41.929572807,-87.757693282,AGGRAVATED: HANDGUN
2019-12-10 22:13:00 UTC,BATTERY,41.836085835,-87.611668085,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-11 00:45:00 UTC,BATTERY,41.752660991,-87.584431935,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-11 00:54:00 UTC,BATTERY,41.780318644,-87.611109471,AGGRAVATED: OTHER DANG WEAPON
2019-12-11 01:10:00 UTC,BATTERY,41.896442307,-87.655722728,AGGRAVATED OF A SENIOR CITIZEN
2019-12-11 02:00:00 UTC,BATTERY,41.80062644,-87.590467932,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-11 04:48:00 UTC,BATTERY,41.741271259,-87.617886196,AGGRAVATED OF A SENIOR CITIZEN
2019-12-11 05:45:00 UTC,BATTERY,41.875650904,-87.763127054,AGGRAVATED: OTHER DANG WEAPON
2019-12-11 10:00:00 UTC,BATTERY,41.899141429,-87.769191932,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-11 16:06:00 UTC,BATTERY,41.73595005,-87.620978934,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-11 16:30:00 UTC,BATTERY,41.733644599,-87.604748435,AGGRAVATED: OTHER DANG WEAPON
2019-12-11 16:36:00 UTC,BATTERY,41.862208339,-87.705544596,AGGRAVATED: HANDGUN
2019-12-11 18:55:00 UTC,BATTERY,41.713016032,-87.605252472,AGGRAVATED: OTHER DANG WEAPON
2019-12-11 20:24:00 UTC,BATTERY,41.931432125,-87.708625824,AGGRAVATED OF A SENIOR CITIZEN
2019-12-11 21:43:00 UTC,BATTERY,41.779012821,-87.664208692,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-11 22:30:00 UTC,BATTERY,41.732771785,-87.604728989,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-11 23:30:00 UTC,BATTERY,41.774096904,-87.598491139,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-12 00:04:00 UTC,BATTERY,41.680871857,-87.629951505,AGGRAVATED: HANDGUN
2019-12-12 00:10:00 UTC,BATTERY,41.767828409,-87.666326388,AGGRAVATED: OTHER DANG WEAPON
2019-12-12 01:25:00 UTC,BATTERY,41.765286035,-87.577086035,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-12 08:40:00 UTC,BATTERY,41.706857405,-87.64941498,AGGRAVATED: HANDGUN
2019-12-12 09:00:00 UTC,BATTERY,41.790423758,-87.619114707,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-12 09:08:00 UTC,BATTERY,41.782447056,-87.660642136,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-12 09:17:00 UTC,BATTERY,41.864960382,-87.7105032,AGGRAVATED: HANDGUN
2019-12-12 09:30:00 UTC,BATTERY,42.006858983,-87.680933324,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-12 09:37:00 UTC,BATTERY,41.876223867,-87.721938217,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-12 12:00:00 UTC,BATTERY,41.784895894,-87.618974395,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-12 12:30:00 UTC,BATTERY,41.864688766,-87.652493383,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-12 16:25:00 UTC,BATTERY,41.754712406,-87.562653092,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-12 16:32:00 UTC,BATTERY,41.940986344,-87.651509576,AGGRAVATED OF A CHILD
2019-12-12 17:50:00 UTC,BATTERY,41.878426981,-87.758501358,AGGRAVATED: OTHER DANG WEAPON
2019-12-12 18:30:00 UTC,BATTERY,41.84643119,-87.737937626,AGGRAVATED: HANDGUN
2019-12-12 18:50:00 UTC,BATTERY,41.756430631,-87.561470724,AGGRAVATED: OTHER DANG WEAPON
2019-12-12 20:13:00 UTC,BATTERY,41.745266022,-87.605067779,AGGRAVATED: OTHER DANG WEAPON
2019-12-12 21:15:00 UTC,BATTERY,41.783556652,-87.608455202,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-12 21:36:00 UTC,BATTERY,41.751937895,-87.550874743,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-12 23:00:00 UTC,BATTERY,41.759912505,-87.633798834,AGGRAVATED: OTHER DANG WEAPON
2019-12-13 00:26:00 UTC,BATTERY,41.889976288,-87.634559455,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-13 02:31:00 UTC,BATTERY,41.767737033,-87.655403625,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON
2019-12-13 02:46:00 UTC,BATTERY,41.743445022,-87.60137277,AGGRAVATED: HANDGUN
2019-12-13 07:00:00 UTC,BATTERY,41.866491697,-87.771707554,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST
2019-12-13 09:30:00 UTC,BATTERY,41.691784434,-87.646008507,AGGRAVATED: OTHER DANG WEAPON
2019-12-13 11:00:00 UTC,BATTERY,41.77676407,-87.606643613,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY
2019-12-13 13:53:00 UTC,BATTERY,41.759457709,-87.558227405,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-13 15:34:00 UTC,BATTERY,41.9646299,-87.656982534,AGGRAVATED: HANDGUN
2019-12-13 15:40:00 UTC,BATTERY,41.851884217,-87.62706801,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-13 16:58:00 UTC,BATTERY,41.867234401,-87.641301791,AGGRAVATED: OTHER DANG WEAPON
2019-12-13 17:00:00 UTC,BATTERY,41.94044868,-87.651081589,AGGRAVATED: OTHER DANG WEAPON
2019-12-13 17:15:00 UTC,BATTERY,41.879086132,-87.686376648,AGGRAVATED: HANDGUN
2019-12-13 17:15:00 UTC,BATTERY,41.798550042,-87.645268593,AGGRAVATED: HANDGUN
2019-12-13 18:44:00 UTC,BATTERY,41.867428687,-87.626342565,AGGRAVATED: OTHER DANG WEAPON
